# SignalP-5.0	Organism: euk	Timestamp: 20260406151620
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8F7G7	OTHER	0.039453	0.960547	
Q8F7H0	SP(Sec/SPI)	0.966160	0.033840	CS pos: 23-24. SQA-DR. Pr: 0.7240
Q8F7H6	OTHER	0.001255	0.998745	
Q8F7I0	OTHER	0.000583	0.999417	
Q8F7I3	SP(Sec/SPI)	0.981156	0.018844	CS pos: 19-20. CNT-KS. Pr: 0.4293
Q8F7I5	OTHER	0.359741	0.640259	
Q8F7I6	OTHER	0.000363	0.999637	
Q8F7I7	OTHER	0.000336	0.999664	
Q8F7I8	SP(Sec/SPI)	0.891034	0.108966	CS pos: 28-29. TWS-ED. Pr: 0.8756
Q8F7J1	OTHER	0.000274	0.999726	
Q8F7J3	OTHER	0.000226	0.999774	
Q8F7J4	OTHER	0.001252	0.998748	
Q8F7J5	OTHER	0.000586	0.999414	
Q8F7J7	OTHER	0.002119	0.997881	
Q8F7K4	OTHER	0.079555	0.920445	
Q8F7K6	OTHER	0.005653	0.994347	
Q8F7K7	OTHER	0.002742	0.997258	
Q8F7K8	OTHER	0.246891	0.753109	
Q8F7K9	SP(Sec/SPI)	0.603749	0.396251	CS pos: 33-34. TYS-DV. Pr: 0.5699
Q8F7L0	SP(Sec/SPI)	0.909347	0.090653	CS pos: 19-20. GFG-FE. Pr: 0.2630
Q8F7L4	OTHER	0.003668	0.996332	
Q8F7L7	OTHER	0.007149	0.992851	
Q8F7L9	OTHER	0.002025	0.997975	
Q8F7M0	OTHER	0.000576	0.999424	
Q8F7M1	OTHER	0.012730	0.987270	
Q8F7M4	OTHER	0.000893	0.999107	
Q8F7M5	OTHER	0.000480	0.999520	
Q8F7M6	OTHER	0.000705	0.999295	
Q8F7M8	SP(Sec/SPI)	0.994914	0.005086	CS pos: 17-18. SSA-FP. Pr: 0.8483
Q8F7M9	OTHER	0.000387	0.999613	
Q8F7N0	OTHER	0.002226	0.997774	
Q8F7N1	SP(Sec/SPI)	0.976193	0.023807	CS pos: 23-24. SDG-LP. Pr: 0.4536
Q8F7N2	SP(Sec/SPI)	0.868867	0.131133	CS pos: 27-28. THS-QD. Pr: 0.7192
Q8F7N3	OTHER	0.000167	0.999833	
Q8F7N6	SP(Sec/SPI)	0.959313	0.040687	CS pos: 25-26. SES-TS. Pr: 0.3242
Q8F7N8	OTHER	0.000322	0.999678	
Q8F7N9	SP(Sec/SPI)	0.988342	0.011658	CS pos: 21-22. CNS-KK. Pr: 0.7125
Q8F7P1	OTHER	0.000847	0.999153	
Q8F7P4	OTHER	0.001244	0.998756	
Q8F7P5	OTHER	0.018483	0.981517	
Q8F7P6	OTHER	0.008364	0.991636	
Q8F7Q8	OTHER	0.002835	0.997165	
Q8F7R1	SP(Sec/SPI)	0.958818	0.041182	CS pos: 22-23. YDC-EE. Pr: 0.3673
Q8F7R2	OTHER	0.003613	0.996387	
Q8F7R5	OTHER	0.002916	0.997084	
Q8F7R6	OTHER	0.000843	0.999157	
Q8F7R7	OTHER	0.000448	0.999552	
Q8F7R9	OTHER	0.004276	0.995724	
Q8F7S1	SP(Sec/SPI)	0.914703	0.085297	CS pos: 23-24. IQS-EE. Pr: 0.8696
Q8F7S8	OTHER	0.001050	0.998950	
Q8F7S9	OTHER	0.000337	0.999663	
Q8F7T0	OTHER	0.015150	0.984850	
Q8F7T3	OTHER	0.000417	0.999583	
Q8F7T4	OTHER	0.008720	0.991280	
Q8F7T6	SP(Sec/SPI)	0.944040	0.055960	CS pos: 19-20. IKA-PT. Pr: 0.2627
Q8F7U2	OTHER	0.000916	0.999084	
Q8F7U5	OTHER	0.003317	0.996683	
Q8F7U6	OTHER	0.000512	0.999488	
Q8F7U7	OTHER	0.000553	0.999447	
Q8F7U9	OTHER	0.182379	0.817621	
Q8F7V0	SP(Sec/SPI)	0.996629	0.003371	CS pos: 19-20. VSC-QE. Pr: 0.9508
Q8F7V3	OTHER	0.002280	0.997720	
Q8F7V6	OTHER	0.044728	0.955272	
Q8F7V7	SP(Sec/SPI)	0.994657	0.005343	CS pos: 20-21. GYS-YG. Pr: 0.5578
Q8F7W0	OTHER	0.000626	0.999374	
Q8F7W3	OTHER	0.001512	0.998488	
Q8F7W4	OTHER	0.004368	0.995632	
Q8F7W5	OTHER	0.000577	0.999423	
Q8F7W6	OTHER	0.002973	0.997027	
Q8F7W7	OTHER	0.000504	0.999496	
Q8F7W9	OTHER	0.000470	0.999530	
Q8F7X1	OTHER	0.000720	0.999280	
Q8F7X2	SP(Sec/SPI)	0.561365	0.438635	CS pos: 32-33. VFS-TD. Pr: 0.5405
Q8F7X3	OTHER	0.000577	0.999423	
Q8F7X4	OTHER	0.031795	0.968205	
Q8F7X5	SP(Sec/SPI)	0.505422	0.494578	CS pos: 31-32. CGL-KP. Pr: 0.1730
Q8F7X6	OTHER	0.000955	0.999045	
Q8F7X8	OTHER	0.001211	0.998789	
Q8F7X9	OTHER	0.000761	0.999239	
Q8F7Y0	OTHER	0.064684	0.935316	
Q8F7Y1	OTHER	0.000911	0.999089	
Q8F7Y3	OTHER	0.484410	0.515590	
Q8F7Y4	SP(Sec/SPI)	0.637799	0.362201	CS pos: 26-27. CSS-QI. Pr: 0.4299
Q8F7Y7	OTHER	0.001440	0.998560	
Q8F7Y8	OTHER	0.004931	0.995069	
Q8F7Y9	OTHER	0.032969	0.967031	
Q8F7Z0	OTHER	0.001443	0.998557	
Q8F7Z1	OTHER	0.002921	0.997079	
Q8F7Z2	OTHER	0.000810	0.999190	
Q8F7Z3	OTHER	0.000711	0.999289	
Q8F7Z4	OTHER	0.000279	0.999721	
Q8F7Z6	SP(Sec/SPI)	0.996996	0.003004	CS pos: 18-19. LNA-DE. Pr: 0.9581
Q8F7Z8	OTHER	0.000934	0.999066	
Q8F7Z9	OTHER	0.000864	0.999136	
Q8F800	OTHER	0.000543	0.999457	
Q8F802	OTHER	0.001256	0.998744	
Q8F803	OTHER	0.000861	0.999139	
Q8F804	OTHER	0.001078	0.998922	
Q8F805	SP(Sec/SPI)	0.993740	0.006260	CS pos: 19-20. CFP-ID. Pr: 0.6638
Q8F806	OTHER	0.000589	0.999411	
Q8F808	OTHER	0.000614	0.999386	
Q8F809	OTHER	0.023208	0.976792	
Q8F811	OTHER	0.000133	0.999867	
Q8F813	OTHER	0.000323	0.999677	
Q8F816	OTHER	0.004209	0.995791	
Q8F820	OTHER	0.000951	0.999049	
Q8F823	OTHER	0.003229	0.996771	
Q8F824	OTHER	0.000399	0.999601	
Q8F825	OTHER	0.001723	0.998277	
Q8F828	OTHER	0.000241	0.999759	
Q8F829	SP(Sec/SPI)	0.820771	0.179229	CS pos: 20-21. SNC-TK. Pr: 0.6063
Q8F831	OTHER	0.000959	0.999041	
Q8F833	OTHER	0.001678	0.998322	
Q8F839	OTHER	0.000791	0.999209	
Q8F840	OTHER	0.001138	0.998862	
Q8F841	OTHER	0.001812	0.998188	
Q8F842	OTHER	0.000499	0.999501	
Q8F843	OTHER	0.000396	0.999604	
Q8F844	SP(Sec/SPI)	0.964980	0.035020	CS pos: 21-22. CET-KH. Pr: 0.6127
Q8F845	SP(Sec/SPI)	0.892591	0.107409	CS pos: 31-32. VFS-QV. Pr: 0.7755
Q8F846	OTHER	0.002955	0.997045	
Q8F847	SP(Sec/SPI)	0.957559	0.042441	CS pos: 22-23. SGC-KE. Pr: 0.6963
Q8F848	OTHER	0.000525	0.999475	
Q8F849	SP(Sec/SPI)	0.972054	0.027946	CS pos: 21-22. CAP-KE. Pr: 0.4045
Q8F850	OTHER	0.002217	0.997783	
Q8F852	OTHER	0.000285	0.999715	
Q8F853	OTHER	0.000878	0.999122	
Q8F854	OTHER	0.000328	0.999672	
Q8F856	OTHER	0.001381	0.998619	
Q8F857	OTHER	0.000522	0.999478	
Q8F858	OTHER	0.000717	0.999283	
Q8F859	OTHER	0.003602	0.996398	
Q8F861	OTHER	0.003003	0.996997	
Q8F862	OTHER	0.004106	0.995894	
Q8F863	SP(Sec/SPI)	0.689845	0.310155	CS pos: 25-26. VCA-LY. Pr: 0.3286
Q8F864	OTHER	0.136602	0.863398	
Q8F868	OTHER	0.000764	0.999236	
Q8F869	OTHER	0.002747	0.997253	
Q8F871	OTHER	0.001950	0.998050	
Q8F872	OTHER	0.000872	0.999128	
Q8F873	OTHER	0.001034	0.998966	
Q8F876	OTHER	0.000752	0.999248	
Q8F878	OTHER	0.032771	0.967229	
Q8F883	SP(Sec/SPI)	0.758741	0.241259	CS pos: 28-29. THA-AE. Pr: 0.7177
Q8F884	OTHER	0.005800	0.994200	
Q8F885	OTHER	0.000779	0.999221	
Q8F888	OTHER	0.010217	0.989783	
Q8F893	OTHER	0.001579	0.998421	
Q8F895	OTHER	0.000631	0.999369	
Q8F896	OTHER	0.046114	0.953886	
Q8F899	OTHER	0.000336	0.999664	
Q8F8A1	OTHER	0.000590	0.999410	
Q8F8A2	OTHER	0.001080	0.998920	
Q8F8A3	OTHER	0.000430	0.999570	
Q8F8A4	SP(Sec/SPI)	0.982826	0.017174	CS pos: 20-21. ISS-QE. Pr: 0.8514
Q8F8A5	OTHER	0.000679	0.999321	
Q8F8A8	SP(Sec/SPI)	0.943055	0.056945	CS pos: 19-20. CFA-SE. Pr: 0.5041
Q8F8B0	OTHER	0.000496	0.999504	
Q8F8B2	OTHER	0.000437	0.999563	
Q8F8B3	SP(Sec/SPI)	0.543993	0.456007	CS pos: 38-39. ISS-ES. Pr: 0.3070
Q8F8B4	OTHER	0.000402	0.999598	
Q8F8B5	OTHER	0.020771	0.979229	
Q8F8B7	OTHER	0.003664	0.996336	
Q8F8B8	OTHER	0.000916	0.999084	
Q8F8B9	OTHER	0.003267	0.996733	
Q8F8C1	OTHER	0.000918	0.999082	
Q8F8C2	SP(Sec/SPI)	0.981684	0.018316	CS pos: 20-21. IFA-QG. Pr: 0.7249
Q8F8C3	OTHER	0.450192	0.549808	
Q8F8C4	OTHER	0.197810	0.802190	
Q8F8C5	OTHER	0.001126	0.998874	
Q8F8C6	OTHER	0.003989	0.996011	
Q8F8C7	OTHER	0.001505	0.998495	
Q8F8C8	OTHER	0.001167	0.998833	
Q8F8D0	OTHER	0.000962	0.999038	
Q8F8D7	OTHER	0.413133	0.586867	
Q8F8E0	SP(Sec/SPI)	0.898561	0.101439	CS pos: 26-27. VTS-KK. Pr: 0.6353
Q8F8E1	SP(Sec/SPI)	0.998294	0.001706	CS pos: 22-23. CAA-TV. Pr: 0.7249
Q8F8E2	SP(Sec/SPI)	0.914562	0.085438	CS pos: 24-25. IEC-RK. Pr: 0.7691
Q8F8E7	OTHER	0.004325	0.995675	
Q8F8E9	OTHER	0.001760	0.998240	
Q8F8F0	OTHER	0.482285	0.517715	
Q8F8F1	OTHER	0.005065	0.994935	
Q8F8F2	OTHER	0.000776	0.999224	
Q8F8F4	OTHER	0.001705	0.998295	
Q8F8F5	OTHER	0.319726	0.680274	
Q8F8F8	OTHER	0.000417	0.999583	
Q8F8F9	OTHER	0.001385	0.998615	
Q8F8G2	OTHER	0.000538	0.999462	
Q8F8G4	OTHER	0.004017	0.995983	
Q8F8G6	SP(Sec/SPI)	0.992843	0.007157	CS pos: 20-21. GYS-YG. Pr: 0.5835
Q8F8G7	OTHER	0.045237	0.954763	
Q8F8G8	SP(Sec/SPI)	0.996680	0.003320	CS pos: 20-21. GYS-YG. Pr: 0.5683
Q8F8G9	OTHER	0.067355	0.932645	
Q8F8H0	SP(Sec/SPI)	0.996841	0.003159	CS pos: 22-23. TYA-SG. Pr: 0.7485
Q8F8H3	OTHER	0.064102	0.935898	
Q8F8H4	OTHER	0.014550	0.985450	
Q8F8H6	SP(Sec/SPI)	0.843868	0.156132	CS pos: 16-17. ICG-FD. Pr: 0.6043
Q8F8H8	OTHER	0.000516	0.999484	
Q8F8I0	OTHER	0.000179	0.999821	
Q8F8I1	OTHER	0.003796	0.996204	
Q8F8I2	OTHER	0.003507	0.996493	
Q8F8I3	OTHER	0.000684	0.999316	
Q8F8I4	OTHER	0.021251	0.978749	
Q8F8I5	SP(Sec/SPI)	0.942011	0.057989	CS pos: 19-20. IFS-HN. Pr: 0.6508
Q8F8I6	OTHER	0.024027	0.975973	
Q8F8I7	SP(Sec/SPI)	0.659196	0.340804	CS pos: 23-24. VNT-WN. Pr: 0.3997
Q8F8I8	OTHER	0.278775	0.721225	
Q8F8J0	OTHER	0.000452	0.999548	
Q8F8J1	OTHER	0.001187	0.998813	
Q8F8J2	OTHER	0.000455	0.999545	
Q8F8J3	OTHER	0.335522	0.664478	
Q8F8J4	OTHER	0.000535	0.999465	
Q8F8J5	OTHER	0.001216	0.998784	
Q8F8J6	SP(Sec/SPI)	0.941591	0.058409	CS pos: 19-20. MDC-AT. Pr: 0.5782
Q8F8J7	SP(Sec/SPI)	0.713493	0.286507	CS pos: 24-25. CDR-FK. Pr: 0.3358
Q8F8J8	OTHER	0.000448	0.999552	
Q8F8J9	OTHER	0.000239	0.999761	
Q8F8K1	OTHER	0.000207	0.999793	
Q8F8K5	OTHER	0.018660	0.981340	
Q8F8K6	OTHER	0.000463	0.999537	
Q8F8K7	OTHER	0.001736	0.998264	
Q8F8K8	OTHER	0.000333	0.999667	
Q8F8K9	OTHER	0.001491	0.998509	
Q8F8L1	OTHER	0.000785	0.999215	
Q8F8L2	OTHER	0.075505	0.924495	
Q8F8L4	OTHER	0.000506	0.999494	
Q8F8L5	OTHER	0.000406	0.999594	
Q8F8L7	OTHER	0.042110	0.957890	
Q8F8L8	OTHER	0.001114	0.998886	
Q8F8L9	OTHER	0.001560	0.998440	
Q8F8M0	OTHER	0.000393	0.999607	
Q8F8M1	OTHER	0.018887	0.981113	
Q8F8M2	OTHER	0.000396	0.999604	
Q8F8M3	OTHER	0.003142	0.996858	
Q8F8M5	OTHER	0.104321	0.895679	
Q8F8N0	OTHER	0.118170	0.881830	
Q8F8N1	OTHER	0.090874	0.909126	
Q8F8N3	OTHER	0.001973	0.998027	
Q8F8N4	OTHER	0.037469	0.962531	
Q8F8N5	OTHER	0.007594	0.992406	
Q8F8N7	OTHER	0.000617	0.999383	
Q8F8N8	OTHER	0.000656	0.999344	
Q8F8P0	OTHER	0.014642	0.985358	
Q8F8P1	OTHER	0.134735	0.865265	
Q8F8P2	OTHER	0.001741	0.998259	
Q8F8P4	OTHER	0.000506	0.999494	
Q8F8P6	OTHER	0.000403	0.999597	
Q8F8P9	OTHER	0.000519	0.999481	
Q8F8Q0	SP(Sec/SPI)	0.974248	0.025752	CS pos: 23-24. LFA-QE. Pr: 0.7783
Q8F8Q1	OTHER	0.058399	0.941601	
Q8F8Q3	OTHER	0.000251	0.999749	
Q8F8Q4	OTHER	0.000879	0.999121	
Q8F8Q5	SP(Sec/SPI)	0.514289	0.485711	CS pos: 29-30. LVS-QD. Pr: 0.1833
Q8F8Q7	SP(Sec/SPI)	0.936968	0.063032	CS pos: 20-21. SNS-KY. Pr: 0.4189
Q8F8Q9	OTHER	0.009550	0.990450	
Q8F8R0	SP(Sec/SPI)	0.993274	0.006726	CS pos: 19-20. IIA-EN. Pr: 0.8503
Q8F8R1	SP(Sec/SPI)	0.939719	0.060281	CS pos: 21-22. SSC-KD. Pr: 0.7577
Q8F8R3	SP(Sec/SPI)	0.988856	0.011144	CS pos: 18-19. CKG-DD. Pr: 0.7415
Q8F8S0	OTHER	0.000194	0.999806	
Q8F8S2	OTHER	0.001012	0.998988	
Q8F8S5	OTHER	0.000498	0.999502	
Q8F8S6	OTHER	0.000594	0.999406	
Q8F8S7	OTHER	0.001546	0.998454	
Q8F8T0	OTHER	0.000168	0.999832	
Q8F8T6	SP(Sec/SPI)	0.917517	0.082483	CS pos: 22-23. LFG-EN. Pr: 0.6314
Q8F8T7	OTHER	0.000170	0.999830	
Q8F8U0	OTHER	0.125485	0.874515	
Q8F8U1	OTHER	0.000225	0.999775	
Q8F8U2	OTHER	0.068383	0.931617	
Q8F8U3	SP(Sec/SPI)	0.795712	0.204288	CS pos: 24-25. TKE-SE. Pr: 0.1539
Q8F8U4	SP(Sec/SPI)	0.909279	0.090721	CS pos: 29-30. SEC-AV. Pr: 0.6590
Q8F8U5	OTHER	0.000529	0.999471	
Q8F8U7	OTHER	0.000658	0.999342	
Q8F8V0	OTHER	0.000633	0.999367	
Q8F8V1	SP(Sec/SPI)	0.853905	0.146095	CS pos: 19-20. VNC-FI. Pr: 0.8356
Q8F8V2	OTHER	0.001219	0.998781	
Q8F8V3	OTHER	0.000224	0.999776	
Q8F8V4	OTHER	0.042374	0.957626	
Q8F8V6	OTHER	0.002899	0.997101	
Q8F8V7	OTHER	0.000446	0.999554	
Q8F8V8	SP(Sec/SPI)	0.562795	0.437205	CS pos: 26-27. LTA-ST. Pr: 0.2044
Q8F8V9	OTHER	0.000586	0.999414	
Q8F8W1	OTHER	0.001385	0.998615	
Q8F8W5	OTHER	0.084734	0.915266	
Q8F8W6	OTHER	0.042242	0.957758	
Q8F8W7	OTHER	0.019823	0.980177	
Q8F8W8	OTHER	0.017002	0.982998	
Q8F8W9	SP(Sec/SPI)	0.927184	0.072816	CS pos: 19-20. SNC-HK. Pr: 0.4299
Q8F8X0	SP(Sec/SPI)	0.987563	0.012437	CS pos: 19-20. TFA-DS. Pr: 0.9236
Q8F8X1	OTHER	0.001182	0.998818	
Q8F8X2	OTHER	0.000465	0.999535	
Q8F8X3	SP(Sec/SPI)	0.994526	0.005474	CS pos: 21-22. TSG-KE. Pr: 0.9224
Q8F8X4	OTHER	0.001748	0.998252	
Q8F8X6	SP(Sec/SPI)	0.994769	0.005231	CS pos: 21-22. TSG-KE. Pr: 0.9159
Q8F8X8	SP(Sec/SPI)	0.992493	0.007507	CS pos: 17-18. LNC-DP. Pr: 0.7171
Q8F8X9	SP(Sec/SPI)	0.912146	0.087854	CS pos: 21-22. CSS-SW. Pr: 0.6081
Q8F8Y0	SP(Sec/SPI)	0.986883	0.013117	CS pos: 19-20. VSC-PD. Pr: 0.5165
Q8F8Y1	OTHER	0.001327	0.998673	
Q8F8Y2	SP(Sec/SPI)	0.995342	0.004658	CS pos: 19-20. CAS-ES. Pr: 0.5093
Q8F8Y3	OTHER	0.000348	0.999652	
Q8F8Y4	OTHER	0.000310	0.999690	
Q8F8Y5	OTHER	0.014411	0.985589	
Q8F8Y8	SP(Sec/SPI)	0.591873	0.408127	CS pos: 26-27. VSG-DP. Pr: 0.5287
Q8F8Y9	OTHER	0.000363	0.999637	
Q8F8Z1	OTHER	0.000943	0.999057	
Q8F8Z2	OTHER	0.000998	0.999002	
Q8F8Z4	OTHER	0.000544	0.999456	
Q8F8Z5	OTHER	0.001182	0.998818	
Q8F8Z6	OTHER	0.000402	0.999598	
Q8F8Z7	OTHER	0.002319	0.997681	
Q8F8Z8	OTHER	0.000500	0.999500	
Q8F8Z9	OTHER	0.175135	0.824865	
Q8F901	OTHER	0.082094	0.917906	
Q8F902	OTHER	0.000884	0.999116	
Q8F903	OTHER	0.000421	0.999579	
Q8F904	OTHER	0.000608	0.999392	
Q8F905	OTHER	0.000896	0.999104	
Q8F906	OTHER	0.000654	0.999346	
Q8F907	OTHER	0.034921	0.965079	
Q8F908	OTHER	0.017113	0.982887	
Q8F909	OTHER	0.002567	0.997433	
Q8F910	OTHER	0.000702	0.999298	
Q8F911	OTHER	0.001761	0.998239	
Q8F912	OTHER	0.000512	0.999488	
Q8F913	OTHER	0.000547	0.999453	
Q8F914	OTHER	0.001909	0.998091	
Q8F915	SP(Sec/SPI)	0.946817	0.053183	CS pos: 20-21. LKA-EI. Pr: 0.8297
Q8F916	OTHER	0.000333	0.999667	
Q8F917	OTHER	0.001383	0.998617	
Q8F918	OTHER	0.004561	0.995439	
Q8F919	OTHER	0.444183	0.555817	
Q8F920	OTHER	0.001221	0.998779	
Q8F921	OTHER	0.005860	0.994140	
Q8F922	OTHER	0.125153	0.874847	
Q8F923	OTHER	0.008843	0.991157	
Q8F924	OTHER	0.285478	0.714522	
Q8F925	OTHER	0.000192	0.999808	
Q8F926	OTHER	0.000731	0.999269	
Q8F927	OTHER	0.324666	0.675334	
Q8F928	OTHER	0.002928	0.997072	
Q8F929	SP(Sec/SPI)	0.602534	0.397466	CS pos: 24-25. ALS-GG. Pr: 0.1491
Q8F932	SP(Sec/SPI)	0.954865	0.045135	CS pos: 19-20. LFS-QE. Pr: 0.5386
Q8F933	SP(Sec/SPI)	0.999203	0.000797	CS pos: 18-19. VQC-SE. Pr: 0.8718
Q8F934	OTHER	0.177000	0.823000	
Q8F939	OTHER	0.443687	0.556313	
Q8F940	SP(Sec/SPI)	0.794961	0.205039	CS pos: 20-21. FQC-KN. Pr: 0.1364
Q8F942	OTHER	0.000264	0.999736	
Q8F944	OTHER	0.007325	0.992675	
Q8F945	OTHER	0.000769	0.999231	
Q8F946	SP(Sec/SPI)	0.991989	0.008011	CS pos: 20-21. LFA-NE. Pr: 0.7968
Q8F947	SP(Sec/SPI)	0.967557	0.032443	CS pos: 18-19. TAC-KK. Pr: 0.5822
